Order ID,Order Date,Segment,State,Product,Category,Quantity,Unit Price,Discount,Sales,Shipping,Profit,Channel,Status
ORD-10035,2025-12-08,Corporate,NC,Desk Lamp,Home,2,32.0,0.2,51.2,0,51.2,Website,Delivered
ORD-10036,2025-05-20,Consumer,GA,Desk Lamp,Home,1,32.0,0,32.0,0,32.0,Website,Cancelled
ORD-10037,2025-01-27,Consumer,NY,Desk Lamp,Home,2,32.0,0.05,60.8,4.99,55.809999999999995,Website,Delivered
ORD-10038,2025-03-24,Corporate,CA,Running Socks 3pk,Apparel,1,11.0,0.15,9.35,4.99,4.359999999999999,Instagram,Returned
ORD-10039,2025-10-07,Consumer,TX,Wireless Earbuds,Electronics,1,29.99,0,29.99,0,29.99,Website,Delivered
ORD-10040,2025-01-21,Consumer,GA,Yoga Mat,Sports,1,24.0,0,24.0,4.99,19.009999999999998,Amazon,Delivered
ORD-10041,2025-11-14,Corporate,FL,Running Socks 3pk,Apparel,2,11.0,0.2,17.6,6.99,10.610000000000001,Website,Delivered
ORD-10042,2026-01-13,Consumer,NY,Yoga Mat,Sports,2,24.0,0,48.0,0,48.0,Amazon,Delivered
ORD-10043,2025-07-15,Consumer,CA,Desk Lamp,Home,1,32.0,0.2,25.6,0,25.6,Instagram,Delivered
ORD-10044,2025-12-04,Consumer,NY,Desk Lamp,Home,1,32.0,0,32.0,0,32.0,Website,Delivered
ORD-10045,2025-12-14,Corporate,TX,Running Socks 3pk,Apparel,3,11.0,0.1,29.7,6.99,22.71,Website,Delivered
ORD-10046,2025-02-25,Corporate,NY,Yoga Mat,Sports,2,24.0,0,48.0,0,48.0,Website,Delivered
ORD-10047,2025-10-23,Consumer,NC,Protein Bar Box,Grocery,2,19.99,0,39.98,6.99,27.99,Instagram,Delivered
ORD-10048,2025-07-06,Consumer,FL,Notebook Set,Office,2,9.99,0.15,16.98,0,16.98,Website,Returned
ORD-10049,2026-01-04,Consumer,NC,Running Socks 3pk,Apparel,3,11.0,0.2,26.4,0,26.4,Website,Delivered
ORD-10050,2025-08-04,Corporate,NY,Desk Lamp,Home,2,32.0,0,64.0,0,64.0,Website,Returned
ORD-10051,2025-06-05,Consumer,GA,Protein Bar Box,Grocery,1,19.99,0.05,18.99,0,18.99,TikTok,Returned
ORD-10052,2025-12-12,Consumer,CA,Running Socks 3pk,Apparel,2,11.0,0.05,20.9,6.99,13.909999999999998,Amazon,Delivered
ORD-10053,2025-02-17,Consumer,NC,Phone Case,Accessories,1,12.5,0.1,11.25,4.99,6.26,Website,Delivered
ORD-10054,2025-11-09,Consumer,CA,Wireless Earbuds,Electronics,1,29.99,0,29.99,6.99,23.0,Amazon,Returned
ORD-10055,2025-09-11,Consumer,GA,Coffee Beans 1lb,Grocery,3,14.99,0.15,38.22,6.99,26.23,Amazon,Delivered
ORD-10056,2025-12-23,Corporate,CA,Phone Case,Accessories,2,12.5,0,25.0,0,20.0,Website,Delivered
ORD-10057,2025-12-08,Corporate,TX,LED Strip Lights,Home,1,22.0,0.2,17.6,6.99,10.610000000000001,Instagram,Returned
ORD-10058,2025-03-23,Corporate,CA,Notebook Set,Office,2,9.99,0.2,15.98,6.99,8.99,Website,Cancelled
ORD-10059,2025-05-21,Consumer,FL,Desk Lamp,Home,2,32.0,0.05,60.8,0,60.8,Website,Delivered
ORD-10060,2025-03-12,Consumer,GA,Running Socks 3pk,Apparel,1,11.0,0.1,9.9,0,9.9,Website,Cancelled
ORD-10061,2025-06-19,Corporate,CA,Coffee Beans 1lb,Grocery,1,14.99,0.05,14.24,6.99,7.25,Website,Delivered
ORD-10062,2026-01-27,Corporate,NY,Water Bottle,Sports,2,18.5,0.15,31.45,0,31.45,Website,Delivered
ORD-10063,2025-09-07,Consumer,NC,Water Bottle,Sports,2,18.5,0.1,33.3,0,33.3,Website,Delivered
ORD-10064,2026-01-06,Consumer,CA,Running Socks 3pk,Apparel,3,11.0,0.15,28.05,6.99,21.060000000000002,TikTok,Returned
ORD-10065,2025-02-12,Corporate,NY,Wireless Earbuds,Electronics,2,29.99,0.1,53.98,0,48.98,Instagram,Delivered
ORD-10066,2025-04-19,Consumer,TX,Wireless Earbuds,Electronics,1,29.99,0.05,28.49,4.99,23.5,Instagram,Delivered
ORD-10067,2025-08-29,Consumer,FL,Water Bottle,Sports,1,18.5,0.2,14.8,0,14.8,Website,Delivered
ORD-10068,2025-05-07,Consumer,FL,Phone Case,Accessories,3,12.5,0,37.5,0,37.5,Website,Delivered
ORD-10069,2025-08-27,Corporate,NC,LED Strip Lights,Home,3,22.0,0,66.0,0,66.0,Website,Returned
ORD-10070,2026-02-03,Consumer,NC,Protein Bar Box,Grocery,3,19.99,0.15,50.97,0,45.97,Website,Delivered
ORD-10071,2026-01-02,Consumer,FL,Protein Bar Box,Grocery,3,19.99,0.05,56.97,6.99,49.98,Amazon,Delivered
ORD-10072,2025-12-17,Corporate,FL,Phone Case,Accessories,3,12.5,0.2,30.0,4.99,25.009999999999998,TikTok,Delivered
ORD-10073,2025-02-05,Corporate,TX,Running Socks 3pk,Apparel,2,11.0,0.05,20.9,4.99,10.91,Instagram,Delivered
ORD-10074,2025-12-29,Consumer,NY,Phone Case,Accessories,2,12.5,0,25.0,6.99,18.009999999999998,TikTok,Cancelled
ORD-10075,2025-08-27,Consumer,NC,Desk Lamp,Home,2,32.0,0.2,51.2,6.99,44.21,Website,Delivered
ORD-10076,2025-10-19,Corporate,NY,Desk Lamp,Home,2,32.0,0,64.0,6.99,57.01,Instagram,Delivered
ORD-10077,2025-05-13,Consumer,NC,Yoga Mat,Sports,2,24.0,0,48.0,4.99,43.01,Amazon,Delivered
ORD-10078,2025-02-13,Consumer,NY,Notebook Set,Office,1,9.99,0.1,8.99,0,8.99,Website,Cancelled
ORD-10079,2025-08-18,Consumer,FL,LED Strip Lights,Home,3,22.0,0.15,56.1,6.99,49.11,Instagram,Cancelled
ORD-10080,2025-08-31,Corporate,TX,Coffee Beans 1lb,Grocery,1,14.99,0.15,12.74,4.99,7.75,Amazon,Returned
ORD-10081,2025-05-19,Consumer,NC,Running Socks 3pk,Apparel,1,11.0,0.15,9.35,6.99,2.3599999999999994,Amazon,Delivered
ORD-10082,2025-04-09,Consumer,CA,Running Socks 3pk,Apparel,1,11.0,0.15,9.35,0,9.35,TikTok,Returned
ORD-10083,2025-06-01,Consumer,TX,Protein Bar Box,Grocery,1,19.99,0,19.99,0,19.99,Website,Cancelled
ORD-10084,2025-01-28,Corporate,NC,Notebook Set,Office,1,9.99,0,9.99,0,9.99,Website,Cancelled
ORD-10085,2025-10-21,Consumer,CA,LED Strip Lights,Home,1,22.0,0.2,17.6,0,17.6,Website,Delivered
ORD-10086,2025-02-28,Consumer,NY,Wireless Earbuds,Electronics,1,29.99,0.2,23.99,6.99,17.0,TikTok,Cancelled
ORD-10087,2025-02-13,Consumer,FL,Wireless Earbuds,Electronics,1,29.99,0,29.99,4.99,25.0,Instagram,Returned
ORD-10088,2025-08-19,Consumer,NC,Protein Bar Box,Grocery,2,19.99,0,39.98,6.99,32.989999999999995,Instagram,Delivered
ORD-10089,2026-01-26,Consumer,GA,Protein Bar Box,Grocery,2,19.99,0,39.98,0,39.98,Website,Delivered
ORD-10090,2025-03-22,Consumer,NY,Coffee Beans 1lb,Grocery,1,14.99,0.1,13.49,0,13.49,TikTok,Delivered
ORD-10091,2025-12-28,Consumer,CA,Desk Lamp,Home,1,32.0,0,32.0,4.99,22.01,Website,Delivered
ORD-10092,2025-08-06,Consumer,GA,Protein Bar Box,Grocery,3,19.99,0.2,47.98,0,47.98,Website,Delivered
ORD-10093,2025-11-01,Corporate,NC,Phone Case,Accessories,1,12.5,0,12.5,4.99,7.51,Instagram,Cancelled
ORD-10094,2025-09-14,Corporate,CA,Desk Lamp,Home,3,32.0,0.05,91.2,4.99,86.21000000000001,TikTok,Delivered
ORD-10095,2025-01-14,Consumer,GA,Water Bottle,Sports,3,18.5,0,55.5,4.99,50.51,TikTok,Returned
ORD-10096,2025-10-23,Consumer,FL,Wireless Earbuds,Electronics,3,29.99,0.2,71.98,4.99,66.99000000000001,Amazon,Delivered
ORD-10097,2025-11-22,Consumer,FL,Desk Lamp,Home,1,32.0,0.1,28.8,6.99,21.810000000000002,Instagram,Delivered
ORD-10098,2025-06-18,Consumer,CA,Running Socks 3pk,Apparel,3,11.0,0,33.0,0,33.0,Instagram,Returned
ORD-10099,2025-05-10,Consumer,FL,Wireless Earbuds,Electronics,2,29.99,0,59.98,4.99,54.989999999999995,Instagram,Returned
ORD-10100,2025-07-31,Consumer,GA,Wireless Earbuds,Electronics,3,29.99,0.2,71.98,6.99,64.99000000000001,TikTok,Delivered
ORD-10101,2025-10-09,Consumer,NC,LED Strip Lights,Home,1,22.0,0,22.0,4.99,17.009999999999998,Amazon,Delivered
ORD-10102,2025-12-30,Consumer,NC,Phone Case,Accessories,1,12.5,0.15,10.62,0,10.62,TikTok,Delivered
ORD-10103,2025-08-25,Consumer,FL,Phone Case,Accessories,1,12.5,0.2,10.0,0,10.0,Amazon,Delivered
ORD-10104,2025-09-05,Consumer,GA,Notebook Set,Office,3,9.99,0,29.97,6.99,22.979999999999997,Website,Delivered
ORD-10105,2025-02-05,Consumer,NY,Coffee Beans 1lb,Grocery,2,14.99,0.1,26.98,0,26.98,TikTok,Delivered
ORD-10106,2025-10-28,Corporate,CA,Wireless Earbuds,Electronics,1,29.99,0.15,25.49,4.99,20.5,Instagram,Returned
ORD-10107,2025-08-22,Consumer,GA,LED Strip Lights,Home,1,22.0,0,22.0,6.99,15.01,Website,Returned
ORD-10108,2025-01-23,Consumer,CA,Water Bottle,Sports,1,18.5,0.2,14.8,6.99,7.8100000000000005,Instagram,Delivered
ORD-10109,2025-09-15,Corporate,TX,Yoga Mat,Sports,2,24.0,0,48.0,0,48.0,Instagram,Delivered
ORD-10110,2025-07-29,Corporate,FL,Notebook Set,Office,2,9.99,0,19.98,0,14.98,Website,Delivered
ORD-10111,2025-06-18,Corporate,NY,Protein Bar Box,Grocery,3,19.99,0.05,56.97,0,56.97,Amazon,Cancelled
ORD-10112,2025-05-01,Corporate,NC,LED Strip Lights,Home,2,22.0,0,44.0,0,44.0,Amazon,Delivered
ORD-10113,2025-08-16,Consumer,NC,Water Bottle,Sports,1,18.5,0.2,14.8,0,14.8,Website,Delivered
ORD-10114,2025-08-09,Consumer,GA,Wireless Earbuds,Electronics,1,29.99,0,29.99,4.99,25.0,TikTok,Cancelled
ORD-10115,2025-11-09,Consumer,GA,Yoga Mat,Sports,1,24.0,0,24.0,0,24.0,TikTok,Delivered
ORD-10116,2025-08-24,Consumer,FL,Coffee Beans 1lb,Grocery,2,14.99,0.15,25.48,4.99,20.490000000000002,Instagram,Delivered
ORD-10117,2025-06-26,Corporate,NC,Notebook Set,Office,1,9.99,0,9.99,6.99,3.0,Instagram,Cancelled
ORD-10118,2025-04-12,Consumer,CA,Desk Lamp,Home,2,32.0,0.2,51.2,4.99,41.21,Instagram,Returned
ORD-10119,2025-01-12,Corporate,NY,Running Socks 3pk,Apparel,2,11.0,0,22.0,4.99,17.009999999999998,TikTok,Cancelled
ORD-10120,2025-05-27,Consumer,TX,Wireless Earbuds,Electronics,2,29.99,0.15,50.98,6.99,43.989999999999995,Website,Returned
ORD-10121,2025-11-18,Consumer,FL,Desk Lamp,Home,3,32.0,0.2,76.8,0,76.8,Instagram,Delivered
ORD-10122,2025-02-16,Consumer,TX,Protein Bar Box,Grocery,1,19.99,0.15,16.99,0,16.99,Website,Delivered
ORD-10123,2025-03-26,Consumer,CA,Yoga Mat,Sports,2,24.0,0,48.0,4.99,43.01,Website,Cancelled
ORD-10124,2025-03-14,Consumer,NY,Running Socks 3pk,Apparel,1,11.0,0.05,10.45,0,10.45,TikTok,Delivered
ORD-10125,2025-10-02,Consumer,CA,Phone Case,Accessories,2,12.5,0,25.0,4.99,20.009999999999998,Amazon,Cancelled
ORD-10126,2025-02-25,Corporate,GA,Desk Lamp,Home,2,32.0,0.05,60.8,4.99,55.809999999999995,TikTok,Returned
ORD-10127,2025-11-22,Consumer,NC,Running Socks 3pk,Apparel,2,11.0,0,22.0,0,22.0,Website,Delivered
ORD-10128,2025-03-01,Consumer,GA,Wireless Earbuds,Electronics,1,29.99,0,29.99,6.99,23.0,Website,Delivered
ORD-10129,2025-10-28,Corporate,FL,LED Strip Lights,Home,1,22.0,0.15,18.7,6.99,11.709999999999999,Amazon,Delivered
ORD-10130,2025-01-17,Corporate,TX,LED Strip Lights,Home,2,22.0,0.05,41.8,4.99,36.809999999999995,Instagram,Delivered
ORD-10131,2025-10-06,Corporate,TX,Running Socks 3pk,Apparel,1,11.0,0.15,9.35,4.99,-0.64,Website,Delivered
ORD-10132,2025-11-25,Corporate,FL,Phone Case,Accessories,2,12.5,0,25.0,0,20.0,Website,Delivered
ORD-10133,2026-01-27,Corporate,GA,Yoga Mat,Sports,2,24.0,0,48.0,0,48.0,Website,Delivered
ORD-10134,2025-03-16,Consumer,NC,Yoga Mat,Sports,2,24.0,0,48.0,4.99,43.01,Website,Cancelled
ORD-10135,2025-05-02,Corporate,TX,Wireless Earbuds,Electronics,1,29.99,0,29.99,4.99,20.0,Website,Delivered
ORD-10136,2026-01-17,Consumer,CA,Yoga Mat,Sports,3,24.0,0.05,68.4,0,68.4,Website,Returned
ORD-10137,2025-11-11,Consumer,NC,Protein Bar Box,Grocery,1,19.99,0.05,18.99,0,18.99,Website,Delivered
ORD-10138,2025-09-09,Corporate,CA,LED Strip Lights,Home,2,22.0,0.05,41.8,0,36.8,Website,Delivered
ORD-10139,2025-05-21,Corporate,TX,Protein Bar Box,Grocery,1,19.99,0,19.99,0,19.99,TikTok,Returned
ORD-10140,2025-02-20,Corporate,FL,Desk Lamp,Home,2,32.0,0.1,57.6,6.99,50.61,Amazon,Returned
ORD-10141,2025-07-31,Consumer,CA,Coffee Beans 1lb,Grocery,2,14.99,0.05,28.48,0,28.48,Amazon,Delivered
ORD-10142,2025-07-11,Consumer,CA,Running Socks 3pk,Apparel,2,11.0,0,22.0,4.99,12.01,Website,Delivered
ORD-10143,2025-03-08,Corporate,FL,Water Bottle,Sports,1,18.5,0.15,15.72,4.99,10.73,TikTok,Returned
ORD-10144,2025-07-01,Corporate,NY,Running Socks 3pk,Apparel,3,11.0,0,33.0,6.99,26.009999999999998,Amazon,Delivered
ORD-10145,2025-02-23,Corporate,GA,Desk Lamp,Home,2,32.0,0,64.0,4.99,59.01,Instagram,Delivered
ORD-10146,2025-02-28,Consumer,GA,Phone Case,Accessories,1,12.5,0.2,10.0,4.99,5.01,TikTok,Returned
ORD-10147,2025-11-08,Corporate,NC,Protein Bar Box,Grocery,3,19.99,0.15,50.97,0,45.97,Website,Cancelled
ORD-10148,2025-04-03,Consumer,NY,Desk Lamp,Home,1,32.0,0,32.0,0,27.0,Amazon,Cancelled
ORD-10149,2025-07-12,Consumer,CA,Wireless Earbuds,Electronics,1,29.99,0.15,25.49,0,25.49,Website,Delivered
ORD-10150,2025-01-27,Consumer,FL,Running Socks 3pk,Apparel,2,11.0,0.1,19.8,0,19.8,Website,Cancelled
ORD-10151,2025-09-06,Corporate,CA,Phone Case,Accessories,1,12.5,0.05,11.88,6.99,4.890000000000001,Website,Returned
ORD-10152,2025-05-26,Corporate,CA,Phone Case,Accessories,1,12.5,0.05,11.88,0,11.88,Website,Delivered
ORD-10153,2025-01-04,Consumer,NC,Coffee Beans 1lb,Grocery,2,14.99,0.1,26.98,0,26.98,Website,Delivered
ORD-10154,2025-09-12,Corporate,NY,Desk Lamp,Home,1,32.0,0,32.0,0,32.0,Instagram,Returned
ORD-10155,2025-02-06,Consumer,FL,Coffee Beans 1lb,Grocery,2,14.99,0.1,26.98,4.99,21.990000000000002,Instagram,Delivered
ORD-10156,2025-12-30,Corporate,NY,Running Socks 3pk,Apparel,2,11.0,0.05,20.9,6.99,13.909999999999998,Instagram,Delivered
ORD-10157,2025-12-20,Consumer,FL,Running Socks 3pk,Apparel,1,11.0,0.2,8.8,6.99,1.8100000000000005,Website,Delivered
ORD-10158,2025-07-22,Consumer,TX,Water Bottle,Sports,2,18.5,0.05,35.15,0,35.15,Website,Delivered
ORD-10159,2026-02-02,Consumer,TX,Notebook Set,Office,3,9.99,0,29.97,0,29.97,Amazon,Delivered
ORD-10160,2025-04-12,Consumer,FL,Coffee Beans 1lb,Grocery,1,14.99,0,14.99,4.99,10.0,Amazon,Delivered
ORD-10161,2026-01-22,Corporate,CA,Yoga Mat,Sports,3,24.0,0.05,68.4,6.99,61.410000000000004,TikTok,Cancelled
ORD-10162,2025-03-19,Consumer,FL,Protein Bar Box,Grocery,1,19.99,0.2,15.99,4.99,11.0,Amazon,Delivered
ORD-10163,2025-09-17,Consumer,NC,Desk Lamp,Home,2,32.0,0,64.0,4.99,59.01,Website,Delivered
ORD-10164,2025-11-11,Corporate,NY,Running Socks 3pk,Apparel,1,11.0,0,11.0,0,11.0,TikTok,Cancelled
ORD-10165,2025-06-14,Corporate,CA,Wireless Earbuds,Electronics,2,29.99,0.2,47.98,0,47.98,Website,Delivered
ORD-10166,2025-09-16,Corporate,FL,Phone Case,Accessories,1,12.5,0.15,10.62,0,5.62,Amazon,Delivered
ORD-10167,2025-07-06,Consumer,NC,LED Strip Lights,Home,2,22.0,0.1,39.6,0,39.6,Website,Cancelled
ORD-10168,2025-02-03,Consumer,FL,Protein Bar Box,Grocery,1,19.99,0.2,15.99,4.99,11.0,Instagram,Delivered
ORD-10169,2025-06-20,Consumer,FL,Desk Lamp,Home,3,32.0,0.2,76.8,0,76.8,Website,Cancelled
ORD-10170,2025-06-08,Corporate,NY,Water Bottle,Sports,1,18.5,0.1,16.65,0,16.65,Website,Delivered
ORD-10171,2025-09-18,Consumer,FL,Notebook Set,Office,1,9.99,0.15,8.49,6.99,1.5,Website,Delivered
ORD-10172,2025-03-12,Consumer,FL,Running Socks 3pk,Apparel,2,11.0,0,22.0,0,22.0,Website,Returned
ORD-10173,2025-12-05,Consumer,FL,Notebook Set,Office,3,9.99,0.1,26.97,0,26.97,Website,Delivered
ORD-10174,2026-01-05,Consumer,FL,Yoga Mat,Sports,3,24.0,0.2,57.6,0,57.6,Amazon,Cancelled
ORD-10175,2026-01-21,Corporate,CA,Coffee Beans 1lb,Grocery,2,14.99,0.1,26.98,4.99,21.990000000000002,Website,Delivered
ORD-10176,2025-08-25,Consumer,NY,LED Strip Lights,Home,1,22.0,0,22.0,6.99,15.01,Instagram,Delivered
ORD-10177,2025-01-27,Corporate,CA,Coffee Beans 1lb,Grocery,2,14.99,0,29.98,4.99,24.990000000000002,TikTok,Delivered
ORD-10178,2026-01-26,Consumer,NC,Notebook Set,Office,1,9.99,0,9.99,0,9.99,TikTok,Delivered
ORD-10179,2025-06-28,Consumer,NY,Water Bottle,Sports,1,18.5,0,18.5,6.99,6.51,TikTok,Delivered
ORD-10180,2025-04-25,Consumer,TX,Coffee Beans 1lb,Grocery,2,14.99,0,29.98,4.99,24.990000000000002,Amazon,Cancelled
ORD-10181,2025-05-27,Consumer,FL,Running Socks 3pk,Apparel,1,11.0,0,11.0,0,11.0,Instagram,Delivered
ORD-10182,2025-05-12,Consumer,FL,Protein Bar Box,Grocery,1,19.99,0,19.99,0,19.99,Amazon,Returned
ORD-10183,2025-05-02,Consumer,FL,Notebook Set,Office,2,9.99,0,19.98,4.99,9.99,Instagram,Cancelled
ORD-10184,2025-09-13,Corporate,FL,Protein Bar Box,Grocery,2,19.99,0,39.98,0,39.98,TikTok,Delivered
ORD-10185,2025-11-11,Consumer,GA,Yoga Mat,Sports,1,24.0,0.05,22.8,0,22.8,Website,Cancelled
ORD-10186,2025-09-27,Corporate,FL,Phone Case,Accessories,2,12.5,0,25.0,0,25.0,Instagram,Delivered
ORD-10187,2025-07-02,Consumer,TX,Water Bottle,Sports,1,18.5,0,18.5,0,18.5,Amazon,Cancelled
ORD-10188,2025-03-10,Consumer,TX,Phone Case,Accessories,2,12.5,0.15,21.25,4.99,16.259999999999998,Amazon,Delivered
ORD-10189,2025-03-11,Consumer,CA,LED Strip Lights,Home,3,22.0,0.05,62.7,0,57.7,Website,Delivered
ORD-10190,2025-09-21,Consumer,CA,Coffee Beans 1lb,Grocery,1,14.99,0,14.99,4.99,10.0,Amazon,Delivered
ORD-10191,2025-12-02,Consumer,NC,Desk Lamp,Home,1,32.0,0.2,25.6,0,20.6,Website,Delivered
ORD-10192,2025-06-23,Consumer,CA,Water Bottle,Sports,3,18.5,0.05,52.72,6.99,45.73,Website,Returned
ORD-10193,2025-02-10,Consumer,FL,Desk Lamp,Home,1,32.0,0.15,27.2,6.99,20.21,Website,Delivered
ORD-10194,2025-06-06,Consumer,NY,Phone Case,Accessories,1,12.5,0.15,10.62,4.99,5.629999999999999,Instagram,Delivered
ORD-10195,2025-11-11,Consumer,NC,LED Strip Lights,Home,1,22.0,0.15,18.7,4.99,13.709999999999999,Website,Delivered
ORD-10196,2025-01-16,Consumer,CA,Water Bottle,Sports,1,18.5,0.1,16.65,0,11.65,Website,Delivered
ORD-10197,2025-11-06,Consumer,CA,Running Socks 3pk,Apparel,1,11.0,0.05,10.45,0,10.45,Website,Delivered
ORD-10198,2025-07-23,Consumer,NC,Phone Case,Accessories,2,12.5,0,25.0,4.99,20.009999999999998,Website,Delivered
ORD-10199,2025-10-15,Consumer,NC,Yoga Mat,Sports,2,24.0,0.1,43.2,6.99,36.21,Amazon,Delivered
ORD-10200,2025-04-13,Consumer,FL,Coffee Beans 1lb,Grocery,2,14.99,0,29.98,6.99,22.990000000000002,Instagram,Delivered
ORD-10201,2025-12-08,Consumer,FL,LED Strip Lights,Home,1,22.0,0.2,17.6,4.99,12.610000000000001,Website,Delivered
ORD-10202,2025-07-05,Corporate,GA,Yoga Mat,Sports,3,24.0,0.15,61.2,0,56.2,Website,Delivered
ORD-10203,2025-10-11,Corporate,TX,Coffee Beans 1lb,Grocery,2,14.99,0,29.98,4.99,24.990000000000002,TikTok,Delivered
ORD-10204,2025-07-23,Corporate,CA,Protein Bar Box,Grocery,1,19.99,0,19.99,4.99,14.999999999999998,Instagram,Returned
ORD-10205,2025-08-19,Consumer,TX,Phone Case,Accessories,1,12.5,0,12.5,0,7.5,TikTok,Cancelled
ORD-10206,2025-08-10,Corporate,FL,Protein Bar Box,Grocery,1,19.99,0.2,15.99,0,15.99,TikTok,Delivered
ORD-10207,2025-12-30,Consumer,TX,Desk Lamp,Home,1,32.0,0,32.0,4.99,27.009999999999998,TikTok,Delivered
ORD-10208,2025-03-06,Corporate,NC,Phone Case,Accessories,1,12.5,0,12.5,4.99,7.51,Website,Returned
ORD-10209,2025-03-29,Corporate,TX,Yoga Mat,Sports,2,24.0,0.1,43.2,0,43.2,TikTok,Delivered
ORD-10210,2025-11-30,Consumer,NY,Wireless Earbuds,Electronics,1,29.99,0,29.99,4.99,25.0,Website,Delivered
ORD-10211,2025-09-05,Consumer,NY,Notebook Set,Office,1,9.99,0.15,8.49,4.99,3.5,Website,Cancelled
ORD-10212,2025-09-05,Consumer,GA,Wireless Earbuds,Electronics,1,29.99,0.05,28.49,6.99,21.5,Website,Delivered
ORD-10213,2025-07-24,Consumer,TX,Running Socks 3pk,Apparel,3,11.0,0.2,26.4,4.99,21.409999999999997,Website,Delivered
